customer_id,age,gender,city,occupation,annual_income_inr,credit_score,num_credit_cards,debt_to_income,avg_monthly_spend_inr,late_payments_12m,has_loan,loan_amount_inr,loan_term_months,existing_customer_years,products_owned,defaulted,churned,customer_segment
4159,28,Male,Pune,Self-Employed,1156900,682,2,0.31,55370,1,1,50000,145,8.4,3,0,0,Silver
4160,19,Male,Pune,Unemployed,1600300,699,2,0.34,51230,0,1,1656800,170,6.3,2,0,0,Silver
4161,38,Male,Bengaluru,Self-Employed,120000,752,3,0.38,30750,0,1,50000,20,6.4,3,1,0,Standard
4162,38,Female,Jaipur,Student,2020300,494,1,0.48,21380,2,0,0,0,5.1,2,0,0,Standard
4163,47,Male,Mumbai,Senior Professional,981500,670,0,0.27,44700,0,1,683900,33,9.3,0,0,0,Silver
4164,28,Male,Mumbai,Junior Professional,1132100,666,1,0.23,24510,2,1,1469600,236,2.9,2,0,0,Silver
4165,55,Male,Ahmedabad,Junior Professional,725500,675,0,0.63,3650,1,1,829800,15,2.4,6,0,0,Standard
4166,53,Female,Mumbai,Self-Employed,898600,683,2,0.18,49710,2,0,0,0,1.4,4,0,0,Silver
4167,42,Female,Pune,Retired,977000,614,2,0.42,22760,1,1,1084000,13,4.9,3,0,0,Standard
4168,27,Female,Delhi,Self-Employed,480400,556,2,0.37,1000,0,0,0,0,5.9,1,1,0,Standard
4169,44,Male,Kolkata,Junior Professional,577700,697,1,0.36,33470,0,0,0,0,1.5,3,0,0,Standard
4170,53,Male,Delhi,Junior Professional,1373800,600,1,0.17,53720,1,1,745500,206,6.5,4,0,0,Standard
4171,37,Female,Bengaluru,Senior Professional,279100,712,2,0.65,23210,0,0,0,0,5.3,3,0,0,Standard
4172,31,Female,Pune,Junior Professional,1076400,605,4,0.34,28040,0,0,0,0,8.5,2,0,0,Standard
4173,44,Female,Hyderabad,Unemployed,751800,735,3,0.26,44970,0,0,0,0,9.8,2,0,0,Silver
4174,36,Female,Bengaluru,Junior Professional,515700,676,0,0.16,25900,1,1,1025800,56,2.2,4,0,0,Standard
4175,38,Male,Mumbai,Junior Professional,1688800,681,3,0.08,32920,2,0,0,0,2.6,2,0,0,Silver
4176,36,Female,Mumbai,Self-Employed,518200,660,2,0.4,52900,0,0,0,0,0.6,2,0,0,Standard
4177,33,Female,Delhi,Junior Professional,448000,647,3,0.22,48550,1,1,2001700,91,3.6,2,0,0,Standard
4178,55,Female,Bengaluru,Senior Professional,825200,661,2,0.29,39520,1,1,1173000,97,0.0,2,0,1,Silver
4179,41,Female,Delhi,Manager,592600,775,1,0.25,1660,2,1,1970000,156,0.8,3,0,0,Standard
4180,42,Male,Pune,Junior Professional,902600,557,3,0.38,46680,0,0,0,0,6.9,0,0,0,Standard
4181,51,Male,Jaipur,Manager,962200,628,1,0.37,27100,0,1,176900,146,6.5,2,0,0,Standard
4182,36,Female,Ahmedabad,Senior Professional,993900,765,2,0.41,44790,0,1,726700,214,6.9,1,0,0,Silver
4183,23,Female,Hyderabad,Self-Employed,850400,746,2,0.41,4660,1,1,1291800,63,5.1,3,0,0,Standard
4184,62,Male,Chennai,Junior Professional,619100,787,1,0.23,53750,1,1,1565000,230,5.8,3,0,1,Silver
4185,20,Male,Ahmedabad,Senior Professional,1157400,675,5,0.16,18190,0,0,0,0,7.3,6,0,1,Standard
4186,47,Female,Lucknow,Self-Employed,855300,575,0,0.3,43620,0,0,0,0,2.9,2,0,0,Standard
4187,31,Male,Pune,Student,701800,591,2,0.38,53660,2,0,0,0,6.1,3,0,0,Standard
4188,29,Male,Delhi,Junior Professional,1492000,656,0,0.33,42810,1,1,1384400,23,7.2,0,0,0,Silver
4189,20,Female,Jaipur,Junior Professional,851500,741,2,0.1,42720,1,1,139600,28,5.3,2,0,1,Silver
4190,64,Female,Pune,Junior Professional,1336800,660,1,0.33,36760,2,0,0,0,4.1,2,0,0,Silver
4191,40,Female,Mumbai,Student,1390700,653,0,0.2,10600,0,1,50000,25,7.7,1,1,1,Standard
4192,35,Female,Bengaluru,Retired,1415100,712,2,0.32,61510,0,1,794900,169,0.0,3,0,0,Silver
4193,56,Male,Pune,Senior Professional,1176500,682,1,0.44,56910,0,1,1399900,235,0.0,5,0,0,Silver
4194,20,Female,Jaipur,Manager,899700,645,0,0.02,27350,1,0,0,0,3.2,3,0,0,Standard
4195,47,Female,Jaipur,Junior Professional,874400,600,3,0.5,1000,0,0,0,0,0.0,1,0,0,Standard
4196,43,Female,Delhi,Student,802400,756,1,0.19,55130,0,1,1068200,219,9.8,0,0,0,Silver
4197,46,Female,Ahmedabad,Self-Employed,120000,764,0,0.44,1000,1,0,0,0,10.0,3,0,0,Standard
4198,24,Male,Lucknow,Self-Employed,1187500,595,0,0.42,45640,0,1,50000,222,4.8,2,0,1,Standard
4199,67,Male,Ahmedabad,Retired,997800,648,0,0.28,20430,0,0,0,0,0.0,1,0,0,Standard
4200,30,Male,Ahmedabad,Student,1230200,733,5,0.37,44600,0,1,50000,100,0.5,3,0,0,Gold
4201,53,Male,Ahmedabad,Junior Professional,853200,589,0,0.24,14850,1,1,738800,12,1.5,4,0,0,Standard
4202,56,Other,Pune,Self-Employed,1165900,709,0,0.11,35110,0,1,410500,14,3.6,0,0,0,Silver
4203,35,Male,Kolkata,Senior Professional,349000,654,0,0.46,1000,1,1,1156500,199,0.0,4,1,0,Standard
4204,24,Female,Pune,Student,432300,583,1,0.24,35310,1,1,1228900,50,9.1,1,0,0,Standard
4205,33,Male,Lucknow,Junior Professional,120000,822,2,0.54,34910,0,1,1627600,26,3.3,2,0,0,Standard
4206,59,Male,Hyderabad,Junior Professional,846300,653,1,0.43,49360,1,0,0,0,2.8,4,0,0,Silver
4207,65,Male,Ahmedabad,Unemployed,591000,722,0,0.22,25430,0,1,997900,38,5.5,1,0,0,Standard
4208,66,Male,Mumbai,Retired,538600,590,4,0.39,40660,1,1,293400,18,3.6,2,0,0,Standard
4209,29,Female,Chennai,Self-Employed,1033900,804,4,0.38,27070,0,1,436500,64,0.0,1,0,1,Silver
4210,49,Female,Lucknow,Senior Professional,729800,836,2,0.53,44070,1,1,486500,204,8.5,3,0,0,Silver
4211,25,Male,Bengaluru,Self-Employed,326800,560,4,0.26,42820,0,0,0,0,1.8,3,0,0,Standard
4212,54,Female,Ahmedabad,Self-Employed,1917900,667,1,0.29,52590,0,1,2018900,82,2.9,1,1,0,Silver
4213,39,Female,Pune,Self-Employed,885200,786,1,0.37,11550,1,0,0,0,7.8,1,0,0,Standard
4214,55,Female,Delhi,Manager,466700,643,2,0.32,33170,0,1,1612300,55,0.0,4,0,0,Standard
4215,53,Male,Delhi,Retired,632100,713,0,0.15,40680,2,0,0,0,2.7,3,0,0,Silver
4216,69,Male,Delhi,Junior Professional,830700,546,0,0.44,71390,1,0,0,0,8.1,3,0,0,Standard
4217,43,Female,Chennai,Manager,829900,617,3,0.51,74650,1,1,914400,233,4.4,4,0,0,Standard
4218,35,Female,Hyderabad,Self-Employed,1420900,704,1,0.34,7810,0,1,731700,173,0.8,1,0,0,Standard
4219,45,Male,Jaipur,Retired,868200,633,2,0.17,22700,0,0,0,0,2.9,2,0,0,Standard
4220,26,Female,Ahmedabad,Retired,1642100,651,3,0.31,1000,0,1,329300,21,1.9,1,0,0,Standard
4221,23,Male,Delhi,Senior Professional,727000,559,2,0.21,78920,1,1,448400,66,0.0,0,0,1,Standard
4222,44,Female,Pune,Self-Employed,1070600,732,3,0.29,41350,0,1,796200,203,0.0,1,0,0,Gold
4223,60,Male,Ahmedabad,Junior Professional,1308800,573,1,0.34,46610,1,1,864700,194,3.5,2,0,0,Standard
4224,45,Female,Kolkata,Self-Employed,1378100,803,3,0.4,28680,0,1,50000,210,0.0,3,0,0,Silver
4225,58,Male,Mumbai,Junior Professional,1424700,625,3,0.49,34920,0,0,0,0,1.1,4,0,0,Standard
4226,27,Male,Mumbai,Senior Professional,791200,744,0,0.4,57590,0,1,1163400,28,0.0,3,0,1,Silver
4227,41,Female,Pune,Retired,897800,736,3,0.19,14080,0,1,1247300,137,3.1,3,0,0,Standard
4228,49,Male,Lucknow,Unemployed,120000,601,3,0.4,12420,0,0,0,0,5.7,4,1,0,Standard
4229,36,Female,Mumbai,Senior Professional,821600,634,4,0.29,30190,2,0,0,0,2.3,4,0,0,Standard
4230,18,Female,Delhi,Junior Professional,1336500,643,1,0.3,35200,1,1,2856300,238,3.7,2,0,1,Standard
4231,21,Male,Delhi,Senior Professional,1258700,649,1,0.32,46110,1,1,1484400,225,7.3,2,0,0,Standard
4232,66,Male,Hyderabad,Junior Professional,865400,576,2,0.34,35390,1,1,97900,120,0.8,2,1,0,Standard
4233,49,Female,Jaipur,Student,1579700,723,1,0.44,18100,0,1,899200,189,4.1,5,0,0,Standard
4234,31,Female,Lucknow,Retired,746400,625,2,0.38,27390,0,0,0,0,7.8,4,1,0,Standard
4235,31,Female,Hyderabad,Senior Professional,613500,671,2,0.18,38540,0,1,679900,134,9.3,2,0,0,Silver
4236,20,Male,Ahmedabad,Junior Professional,712700,761,1,0.14,48210,2,1,1400000,28,7.9,2,0,0,Silver
4237,67,Female,Mumbai,Self-Employed,451000,726,2,0.4,54990,2,1,1488100,144,1.5,3,0,0,Standard
4238,23,Female,Pune,Student,1149000,630,4,0.38,29510,2,1,477500,15,1.7,1,0,0,Standard
4239,57,Female,Kolkata,Senior Professional,1015400,763,1,0.47,20850,1,1,1181800,151,6.4,1,0,0,Silver
4240,30,Male,Jaipur,Junior Professional,1144000,733,2,0.31,17040,1,0,0,0,7.1,3,0,0,Standard
4241,35,Male,Jaipur,Junior Professional,734300,624,5,0.35,58340,1,1,730700,43,6.8,3,0,0,Standard
4242,32,Female,Mumbai,Manager,876800,639,0,0.38,26270,0,0,0,0,0.0,2,0,0,Standard
4243,60,Other,Chennai,Self-Employed,120000,760,3,0.13,19730,0,0,0,0,0.0,2,1,0,Standard
4244,19,Male,Mumbai,Senior Professional,1050500,742,1,0.13,38340,0,0,0,0,7.8,3,0,0,Gold
4245,36,Female,Mumbai,Unemployed,939500,560,1,0.41,67290,1,1,50000,236,5.0,1,0,0,Standard
4246,32,Male,Delhi,Retired,459800,600,2,0.36,16510,1,0,0,0,4.6,1,0,0,Standard
4247,32,Male,Lucknow,Self-Employed,858100,736,3,0.48,46830,1,0,0,0,2.8,6,0,0,Silver
4248,28,Male,Bengaluru,Retired,796900,586,0,0.54,25900,0,1,278600,29,1.3,1,0,0,Standard
4249,65,Male,Ahmedabad,Retired,1605700,744,4,0.28,37220,1,0,0,0,3.7,4,0,0,Gold
4250,37,Male,Ahmedabad,Unemployed,475500,835,1,0.28,51220,1,1,50000,59,1.7,2,0,0,Standard
4251,39,Male,Jaipur,Junior Professional,1032600,710,3,0.16,59320,1,1,50000,155,3.3,3,0,0,Silver
4252,38,Male,Pune,Junior Professional,463700,606,2,0.38,24410,0,1,303500,141,11.4,4,0,0,Standard
4253,68,Female,Lucknow,Self-Employed,676900,694,1,0.07,50010,2,0,0,0,4.9,0,0,0,Silver
4254,35,Female,Chennai,Unemployed,1010700,763,0,0.2,39750,0,1,770900,16,2.0,2,0,0,Gold
4255,35,Female,Ahmedabad,Unemployed,815500,688,2,0.36,43060,2,0,0,0,2.2,1,0,0,Silver
4256,35,Male,Ahmedabad,Self-Employed,897600,719,2,0.24,59710,0,0,0,0,3.8,1,0,0,Silver
4257,35,Female,Pune,Unemployed,1033100,616,2,0.31,20790,1,0,0,0,0.0,4,0,0,Standard
4258,22,Male,Hyderabad,Self-Employed,702500,622,1,0.3,50500,0,1,373700,188,5.9,1,0,0,Standard
4259,49,Female,Delhi,Self-Employed,1253700,752,2,0.19,38140,1,1,1074000,88,9.7,1,0,0,Gold
4260,19,Female,Mumbai,Student,777800,623,0,0.07,58680,2,1,1155200,17,5.7,3,0,0,Standard
4261,29,Male,Chennai,Senior Professional,861000,473,1,0.4,43200,0,1,419800,207,2.1,6,1,0,Standard
4262,28,Male,Hyderabad,Student,1044500,655,1,0.3,31980,1,1,1432200,138,2.2,2,0,0,Silver
4263,33,Female,Bengaluru,Junior Professional,990800,705,2,0.36,52420,1,1,586400,17,3.6,1,0,0,Silver
4264,57,Female,Ahmedabad,Manager,1157700,765,0,0.31,23640,0,1,598800,201,4.5,2,0,0,Silver
4265,49,Female,Delhi,Student,1026800,812,1,0.31,26990,0,0,0,0,3.9,3,0,0,Silver
4266,69,Female,Chennai,Retired,1087600,687,0,0.34,19980,1,0,0,0,5.2,4,0,0,Standard
4267,36,Female,Chennai,Senior Professional,769900,733,1,0.3,22460,0,1,467300,190,3.4,1,0,0,Silver
4268,66,Male,Lucknow,Self-Employed,472500,690,0,0.28,1000,2,0,0,0,7.4,5,0,0,Standard
4269,20,Female,Delhi,Junior Professional,328900,708,1,0.2,24790,1,1,411900,231,0.0,3,0,1,Standard
4270,44,Male,Jaipur,Unemployed,231700,665,1,0.62,33530,1,1,1083400,42,0.2,1,0,0,Standard
4271,59,Male,Kolkata,Senior Professional,1605100,711,4,0.44,50210,0,1,308100,200,7.5,2,0,0,Silver
4272,45,Male,Ahmedabad,Manager,120000,622,3,0.5,16580,0,0,0,0,2.9,3,1,0,Standard
4273,66,Female,Ahmedabad,Self-Employed,1377500,838,1,0.47,24990,0,1,1330500,66,4.2,2,0,0,Silver
4274,34,Female,Ahmedabad,Manager,571700,489,1,0.29,31470,1,0,0,0,2.7,2,0,0,Standard
4275,19,Male,Chennai,Manager,1374600,726,2,0.3,50310,1,1,1214400,104,0.0,5,0,0,Gold
4276,58,Male,Pune,Self-Employed,120000,706,2,0.32,38600,0,1,1121400,192,5.1,3,0,0,Standard
4277,21,Male,Hyderabad,Self-Employed,806000,710,3,0.28,42490,1,1,1840600,219,4.5,2,0,1,Silver
4278,57,Female,Lucknow,Junior Professional,1481600,585,5,0.43,52640,2,1,504200,190,13.2,2,1,0,Standard
4279,56,Female,Bengaluru,Retired,1185300,546,4,0.22,45060,0,0,0,0,4.5,5,0,0,Standard
4280,61,Male,Pune,Senior Professional,765100,728,1,0.19,22940,5,0,0,0,8.4,3,0,0,Silver
4281,42,Male,Bengaluru,Junior Professional,122800,787,3,0.16,69210,1,1,422500,37,3.9,1,0,0,Standard
4282,64,Female,Hyderabad,Junior Professional,371000,698,4,0.28,1000,1,1,1421000,14,8.4,2,0,0,Standard
4283,26,Male,Lucknow,Senior Professional,1455700,744,0,0.26,52970,1,0,0,0,1.9,2,0,0,Gold
4284,40,Female,Delhi,Junior Professional,760700,643,1,0.25,43800,1,0,0,0,0.5,1,1,1,Standard
4285,24,Male,Jaipur,Unemployed,871300,707,2,0.33,59880,2,1,2082700,202,0.2,5,0,0,Silver
4286,57,Male,Jaipur,Manager,1013400,778,1,0.18,30340,0,1,50000,234,2.1,1,0,0,Silver
4287,55,Male,Hyderabad,Retired,378900,655,1,0.41,25070,2,1,1380900,24,2.7,5,0,0,Standard
4288,59,Female,Hyderabad,Junior Professional,1062900,775,2,0.19,12960,2,1,459700,48,0.7,1,0,0,Standard
4289,57,Male,Mumbai,Manager,732200,549,0,0.18,13730,1,0,0,0,6.9,3,0,0,Standard
4290,34,Male,Ahmedabad,Junior Professional,1017500,631,2,0.24,31660,3,0,0,0,0.0,4,0,0,Standard
4291,21,Female,Kolkata,Senior Professional,668800,724,3,0.3,18160,2,1,1442100,236,6.0,2,0,0,Standard
4292,66,Female,Lucknow,Senior Professional,270800,832,2,0.42,20770,0,0,0,0,3.2,1,0,0,Standard
4293,43,Male,Bengaluru,Self-Employed,729100,681,1,0.31,13800,0,0,0,0,9.3,3,0,0,Standard
4294,22,Male,Hyderabad,Self-Employed,1156300,597,3,0.13,55680,1,1,933700,228,3.7,3,0,0,Standard
4295,66,Female,Kolkata,Junior Professional,1057600,830,3,0.38,20550,0,1,800700,227,3.7,4,0,0,Silver
4296,69,Male,Hyderabad,Junior Professional,912400,670,1,0.38,43030,0,1,1000300,88,7.6,1,0,0,Silver
4297,41,Female,Hyderabad,Senior Professional,1259300,733,3,0.25,32480,1,1,1215100,167,0.8,1,0,1,Silver
4298,58,Male,Delhi,Junior Professional,818600,653,1,0.34,41940,0,0,0,0,4.0,5,0,0,Silver
4299,19,Male,Lucknow,Self-Employed,922500,691,3,0.49,29750,1,0,0,0,7.0,3,0,0,Silver
4300,22,Male,Chennai,Manager,708100,635,1,0.22,50500,0,0,0,0,4.7,3,0,0,Standard
4301,32,Female,Ahmedabad,Unemployed,1282600,861,1,0.44,47270,0,0,0,0,7.8,3,0,0,Gold
4302,52,Male,Kolkata,Retired,1016600,775,2,0.47,59190,1,1,423100,165,2.2,3,0,0,Silver
4303,24,Male,Pune,Senior Professional,677200,821,1,0.34,21780,0,1,1256400,182,2.2,4,0,0,Silver
4304,19,Male,Hyderabad,Retired,304400,617,0,0.17,18060,2,1,451400,25,6.5,3,1,0,Standard
4305,52,Female,Hyderabad,Self-Employed,1342000,534,0,0.48,27220,0,1,2000200,56,1.6,2,0,0,Standard
4306,58,Male,Chennai,Junior Professional,602400,657,2,0.43,37270,1,0,0,0,1.9,0,0,0,Silver
4307,56,Female,Delhi,Unemployed,928800,881,2,0.39,45540,0,0,0,0,4.1,4,0,1,Silver
4308,59,Female,Pune,Senior Professional,1841000,654,2,0.31,22470,2,1,909200,35,5.7,5,0,0,Silver
4309,59,Male,Mumbai,Self-Employed,1220600,764,1,0.46,39000,1,0,0,0,7.2,4,0,0,Silver
4310,49,Female,Bengaluru,Self-Employed,1544500,598,3,0.22,31350,1,1,203600,199,4.0,0,0,0,Standard
4311,45,Female,Kolkata,Retired,684800,614,2,0.42,29680,0,1,1560400,184,6.0,4,0,0,Standard
4312,62,Male,Mumbai,Self-Employed,1328400,674,1,0.28,34830,5,1,421800,168,9.0,3,0,0,Silver
4313,36,Male,Mumbai,Unemployed,910700,849,1,0.12,65020,0,1,589800,208,7.2,2,0,0,Silver
4314,23,Male,Bengaluru,Junior Professional,1046400,768,3,0.2,50810,0,0,0,0,3.5,1,0,0,Gold
4315,57,Male,Ahmedabad,Retired,1708300,516,3,0.37,55980,1,0,0,0,5.7,1,0,0,Standard
4316,32,Female,Jaipur,Self-Employed,788500,733,3,0.35,42250,1,0,0,0,10.1,3,0,0,Silver
4317,68,Female,Mumbai,Self-Employed,907700,588,0,0.37,70220,0,1,50000,75,6.4,2,0,0,Standard
4318,39,Female,Bengaluru,Unemployed,538700,625,2,0.28,52800,0,1,50000,59,3.6,5,0,1,Standard
4319,62,Male,Mumbai,Junior Professional,1255400,721,4,0.35,6490,0,1,361100,45,10.8,0,0,0,Standard
4320,20,Male,Mumbai,Senior Professional,675700,792,1,0.4,49550,0,0,0,0,8.6,2,0,0,Silver
4321,52,Male,Lucknow,Unemployed,1309100,788,0,0.6,41770,0,1,50000,36,8.1,0,0,0,Silver
4322,41,Female,Chennai,Retired,240000,707,4,0.27,47440,0,1,952300,71,3.0,0,0,0,Standard
4323,42,Male,Ahmedabad,Self-Employed,1119500,708,1,0.44,5000,1,0,0,0,1.6,1,0,0,Standard
4324,31,Female,Kolkata,Senior Professional,642500,788,3,0.4,5730,0,1,716100,50,8.2,0,0,0,Standard
4325,68,Female,Chennai,Junior Professional,1192200,554,2,0.33,33100,0,0,0,0,1.7,3,0,1,Standard
4326,38,Male,Ahmedabad,Manager,894600,826,0,0.16,1000,2,0,0,0,0.0,1,0,0,Standard
4327,62,Female,Bengaluru,Senior Professional,685900,621,0,0.49,49070,0,0,0,0,6.2,1,1,1,Standard
4328,40,Female,Chennai,Retired,745400,701,1,0.35,37960,2,1,1059600,237,9.4,2,1,0,Silver
4329,20,Female,Hyderabad,Manager,559800,640,1,0.25,73960,1,0,0,0,0.0,2,0,0,Standard
4330,63,Male,Pune,Senior Professional,1235100,588,1,0.21,42490,2,0,0,0,9.4,2,0,0,Standard
4331,27,Male,Bengaluru,Senior Professional,480500,717,2,0.35,48880,0,0,0,0,1.8,2,0,0,Standard
4332,32,Female,Ahmedabad,Retired,793200,699,2,0.21,46580,1,1,1039800,188,5.6,3,0,0,Silver
4333,62,Male,Jaipur,Manager,1038100,672,2,0.25,36570,0,1,50000,165,8.0,3,0,0,Silver
4334,64,Female,Jaipur,Junior Professional,1545400,668,3,0.25,37350,2,1,900800,170,4.1,1,0,0,Silver
4335,65,Male,Jaipur,Senior Professional,896300,802,4,0.33,33870,0,1,811400,120,6.4,5,0,0,Silver
4336,40,Female,Kolkata,Senior Professional,803000,855,2,0.39,1000,1,1,1286500,174,3.2,2,0,0,Standard
4337,57,Female,Ahmedabad,Junior Professional,1009500,780,0,0.28,57440,0,0,0,0,7.4,4,0,0,Gold
4338,35,Male,Kolkata,Self-Employed,120000,702,5,0.29,57640,0,0,0,0,9.0,3,0,0,Standard
4339,56,Male,Lucknow,Junior Professional,420500,549,2,0.33,52280,1,1,1465200,233,3.5,3,1,0,Standard
4340,44,Female,Mumbai,Senior Professional,749900,730,1,0.23,36780,0,1,665300,106,2.3,0,0,0,Silver
4341,20,Male,Delhi,Senior Professional,614800,734,3,0.25,32300,1,0,0,0,2.7,1,0,0,Silver
4342,39,Female,Chennai,Senior Professional,259700,742,2,0.26,12310,2,1,921000,94,5.8,2,0,0,Standard
4343,42,Female,Kolkata,Manager,1243100,589,0,0.35,9960,1,1,1440400,65,0.6,1,0,1,Standard
4344,31,Male,Jaipur,Self-Employed,1003900,748,1,0.51,23120,2,1,759500,33,6.1,3,0,0,Silver
4345,37,Female,Mumbai,Junior Professional,956100,805,3,0.17,39060,1,1,1029700,217,4.7,2,0,0,Silver
4346,44,Female,Delhi,Junior Professional,622400,601,2,0.35,42470,0,1,50000,19,5.5,1,0,0,Standard
4347,20,Female,Jaipur,Self-Employed,931800,735,1,0.29,24700,0,1,925000,237,4.3,3,0,0,Silver
4348,25,Male,Hyderabad,Retired,1105800,615,1,0.3,8930,0,0,0,0,6.5,3,0,0,Standard
4349,57,Male,Mumbai,Student,794000,672,2,0.26,21670,0,0,0,0,1.4,0,0,1,Silver
4350,36,Male,Kolkata,Student,1077800,604,1,0.46,32610,1,1,50000,122,0.0,4,0,0,Standard
4351,49,Female,Jaipur,Retired,581600,652,1,0.03,3770,0,0,0,0,6.4,3,0,0,Standard
4352,47,Female,Lucknow,Junior Professional,939000,653,2,0.18,38660,2,0,0,0,0.0,0,0,1,Silver
4353,46,Female,Jaipur,Retired,1357000,713,1,0.45,67240,1,1,772800,227,4.9,1,0,0,Silver
4354,39,Male,Mumbai,Unemployed,1392800,751,3,0.46,18930,0,1,50000,135,0.7,2,0,0,Standard
4355,43,Female,Delhi,Junior Professional,1431000,777,0,0.53,77390,3,1,359800,106,7.1,1,0,0,Silver
4356,60,Female,Jaipur,Junior Professional,1014200,628,2,0.36,20910,3,0,0,0,1.9,4,0,0,Standard
4357,68,Female,Kolkata,Retired,912600,709,5,0.38,30540,0,1,519900,142,1.9,2,0,1,Silver
4358,31,Male,Bengaluru,Junior Professional,720500,592,0,0.1,44660,1,1,1811500,83,6.8,0,0,0,Standard
4359,52,Female,Hyderabad,Manager,177000,671,4,0.32,34070,1,1,577100,130,6.1,2,0,0,Standard
4360,68,Male,Jaipur,Junior Professional,362000,683,1,0.39,1090,1,0,0,0,6.5,2,0,0,Standard
4361,18,Male,Lucknow,Manager,832800,606,3,0.26,40010,3,0,0,0,1.0,1,0,0,Standard
4362,58,Female,Jaipur,Unemployed,856700,725,1,0.31,36550,2,1,196100,136,0.8,3,0,0,Silver
4363,43,Male,Chennai,Self-Employed,1464900,668,1,0.47,29740,1,1,1302500,226,6.3,1,0,1,Silver
4364,68,Male,Ahmedabad,Student,1425900,692,3,0.49,36430,1,1,438700,173,3.3,5,1,0,Silver
4365,48,Female,Mumbai,Manager,625400,778,1,0.35,43840,0,1,728200,77,0.3,2,0,0,Silver
4366,61,Other,Lucknow,Self-Employed,1227300,646,0,0.31,17260,0,1,470400,68,4.7,2,0,0,Standard
4367,26,Male,Bengaluru,Junior Professional,709200,748,1,0.41,45720,0,1,1208600,115,12.1,2,0,0,Silver
4368,25,Female,Lucknow,Self-Employed,1173000,795,3,0.28,22810,1,1,77300,52,2.9,4,0,1,Silver
4369,66,Male,Mumbai,Manager,1222400,791,1,0.45,65710,0,1,442800,15,1.5,2,0,1,Gold
4370,45,Male,Lucknow,Student,1396800,665,2,0.26,55800,1,1,1053000,16,2.5,3,0,0,Silver
4371,47,Male,Pune,Retired,702900,602,0,0.41,15070,0,1,599500,18,1.7,3,0,0,Standard
4372,26,Female,Pune,Senior Professional,1305700,623,0,0.32,59600,0,0,0,0,7.5,2,1,1,Standard
4373,29,Male,Kolkata,Junior Professional,150900,553,1,0.25,43150,0,0,0,0,9.7,3,0,0,Standard
4374,60,Male,Chennai,Junior Professional,1418500,735,1,0.36,45600,0,0,0,0,5.8,4,0,0,Gold
4375,33,Female,Lucknow,Senior Professional,890000,740,0,0.27,31370,2,1,756800,181,5.3,3,0,0,Silver
4376,48,Female,Delhi,Junior Professional,898500,689,3,0.44,28140,4,1,1298300,206,4.2,2,0,0,Silver
4377,34,Female,Kolkata,Junior Professional,120000,570,1,0.2,29590,1,1,429600,232,10.1,2,1,0,Standard
4378,31,Female,Bengaluru,Self-Employed,744500,651,3,0.35,15940,1,1,1396000,204,7.4,3,0,0,Standard
4379,26,Male,Mumbai,Self-Employed,1442200,790,3,0.23,1000,0,1,1188800,39,9.5,2,0,1,Standard
4380,66,Male,Kolkata,Junior Professional,729300,729,2,0.46,22240,0,0,0,0,0.0,1,0,0,Silver
4381,66,Female,Kolkata,Self-Employed,1185400,743,1,0.41,22150,0,0,0,0,8.9,3,0,0,Silver
4382,23,Female,Delhi,Self-Employed,913800,900,1,0.31,13200,2,1,617900,156,6.4,4,1,0,Standard
4383,36,Male,Ahmedabad,Manager,1325100,706,1,0.32,46640,0,1,1165800,110,8.3,3,0,0,Silver
4384,47,Male,Lucknow,Retired,976600,507,2,0.52,39880,1,1,453900,99,9.7,1,1,1,Standard
4385,37,Male,Kolkata,Junior Professional,527300,592,2,0.41,23150,0,0,0,0,1.6,3,0,0,Standard
4386,55,Male,Bengaluru,Student,922600,704,4,0.23,28770,0,0,0,0,5.3,4,0,1,Silver
4387,31,Female,Mumbai,Student,1540500,681,3,0.43,39460,0,0,0,0,0.8,2,0,0,Silver
4388,21,Female,Mumbai,Junior Professional,1099100,666,1,0.25,20460,0,0,0,0,9.1,3,0,0,Silver
4389,35,Male,Kolkata,Senior Professional,853400,668,2,0.34,1000,0,1,50000,238,1.3,7,1,0,Standard
4390,49,Female,Bengaluru,Student,1802300,617,3,0.07,58930,1,1,651300,80,0.0,5,0,0,Standard
4391,27,Female,Hyderabad,Manager,1363700,710,4,0.42,32710,2,1,512800,141,0.9,2,0,0,Silver
4392,60,Male,Mumbai,Retired,1226700,792,3,0.24,40400,0,1,176400,42,2.2,3,0,0,Gold
4393,18,Male,Chennai,Self-Employed,1026900,819,1,0.3,38440,1,0,0,0,1.4,2,0,0,Gold
4394,21,Female,Delhi,Self-Employed,1192100,816,2,0.15,6140,0,0,0,0,4.7,2,0,1,Standard
4395,44,Male,Chennai,Self-Employed,1205100,604,3,0.34,21260,0,1,604100,73,7.0,4,1,0,Standard
4396,44,Female,Pune,Self-Employed,120000,678,1,0.33,34730,1,1,1759900,47,0.0,4,1,0,Standard
4397,33,Female,Lucknow,Senior Professional,1058000,655,4,0.17,31020,1,0,0,0,8.2,3,0,0,Silver
4398,31,Female,Bengaluru,Senior Professional,835700,727,3,0.32,12310,1,1,1034400,234,5.3,2,0,1,Standard
4399,21,Other,Hyderabad,Junior Professional,700100,673,0,0.29,41850,1,1,50000,217,8.0,5,0,0,Silver
4400,52,Female,Jaipur,Junior Professional,821800,662,3,0.47,46390,1,0,0,0,4.9,1,0,0,Silver
